Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
16-07-2024 22:49,22:49:00,CNR6102043411,Success,CID886682,eBike,Mysore Road,Devanahalli,112,115,null,null,No,null,243,Cash,26,4.4,4.2,#NAME?
18-07-2024 08:01,08:01:00,CNR4169132124,Success,CID208319,Prime Plus,BTM Layout,HSR Layout,266,40,null,null,No,null,426,Cash,47,4.4,3,#NAME?
24-07-2024 07:35,07:35:00,CNR4679414382,Success,CID568335,Prime SUV,Peenya,Sahakar Nagar,294,80,null,null,No,null,836,UPI,34,4.5,4.1,#NAME?
25-07-2024 21:59,21:59:00,CNR8683938501,Success,CID613306,eBike,Rajarajeshwari Nagar,Malleshwaram,70,70,null,null,No,null,249,Cash,37,4.3,3.2,#NAME?
25-07-2024 03:12,03:12:00,CNR5554914037,Canceled by Driver,CID470685,Prime SUV,KR Puram,Kadugodi,null,null,null,Personal & Car related issue,null,null,375,null,0,null,null,#NAME?
20-07-2024 17:25,17:25:00,CNR1146160177,Success,CID829278,Prime Sedan,Majestic,MG Road,287,55,null,null,No,null,157,UPI,10,4.4,4.1,#NAME?
13-07-2024 23:39,23:39:00,CNR2638022434,Success,CID997792,Bike,Rajajinagar,Hennur,294,55,null,null,No,null,768,UPI,2,3.9,3.7,#NAME?
26-07-2024 12:41,12:41:00,CNR4014855219,Driver Not Found,CID992425,Prime Plus,Kadugodi,Frazer Town,null,null,null,null,null,null,1194,null,0,null,null,#NAME?
25-07-2024 02:17,02:17:00,CNR8335094022,Success,CID463275,Bike,JP Nagar,RT Nagar,154,140,null,null,No,null,2983,Cash,47,4.5,4.2,#NAME?
20-07-2024 19:17,19:17:00,CNR6175097899,Success,CID361986,Prime Plus,MG Road,Hennur,259,105,null,null,No,null,341,Cash,35,3.1,3.9,#NAME?
02-07-2024 23:56,23:56:00,CNR5673309363,Success,CID348148,eBike,Electronic City,Padmanabhanagar,49,125,null,null,No,null,493,Cash,36,3.9,3.9,#NAME?
14-07-2024 06:46,06:46:00,CNR3167473327,Canceled by Customer,CID798816,Prime SUV,JP Nagar,Majestic,null,null,Driver asked to cancel,null,null,null,392,null,0,null,null,#NAME?
06-07-2024 14:21,14:21:00,CNR7763041999,Canceled by Customer,CID361197,Prime Plus,Yeshwanthpur,BTM Layout,null,null,Driver asked to cancel,null,null,null,100,null,0,null,null,#NAME?
25-07-2024 03:24,03:24:00,CNR9854837161,Success,CID883545,Prime SUV,MG Road,Peenya,98,95,null,null,No,null,147,Cash,12,4.6,4.5,#NAME?
07-07-2024 06:29,06:29:00,CNR8766179553,Canceled by Driver,CID801299,Mini,Varthur,Banashankari,null,null,null,Personal & Car related issue,null,null,415,null,0,null,null,#NAME?
09-07-2024 23:26,23:26:00,CNR3473811937,Success,CID841406,Bike,Nagarbhavi,Padmanabhanagar,203,50,null,null,No,null,280,UPI,35,3.5,3.1,#NAME?
05-07-2024 04:39,04:39:00,CNR6005478736,Canceled by Customer,CID729938,Auto,Yelahanka,Ulsoor,null,null,Change of plans,null,null,null,362,null,0,null,null,#NAME?
17-07-2024 04:04,04:04:00,CNR2589057568,Success,CID845118,eBike,Shivajinagar,Kammanahalli,56,100,null,null,No,null,429,Cash,10,3.2,4.4,#NAME?
09-07-2024 21:42,21:42:00,CNR1065433979,Success,CID945439,Bike,Koramangala,Tumkur Road,35,115,null,null,No,null,367,UPI,46,4.7,3.1,#NAME?
20-07-2024 13:34,13:34:00,CNR5236696936,Success,CID230590,Prime Sedan,Tumkur Road,Varthur,224,95,null,null,No,null,130,Cash,13,3.3,4.1,#NAME?
06-07-2024 01:52,01:52:00,CNR5179731196,Canceled by Driver,CID834642,Prime Plus,Kadugodi,Magadi Road,null,null,null,Personal & Car related issue,null,null,424,null,0,null,null,#NAME?
02-07-2024 11:37,11:37:00,CNR7458646154,Canceled by Customer,CID774664,Prime SUV,Peenya,Rajarajeshwari Nagar,null,null,Driver asked to cancel,null,null,null,355,null,0,null,null,#NAME?
28-07-2024 09:48,09:48:00,CNR5131535803,Success,CID799585,Bike,Mysore Road,Devanahalli,35,70,null,null,No,null,334,UPI,9,3.8,3.6,#NAME?
02-07-2024 02:16,02:16:00,CNR9189934293,Success,CID991916,Mini,Peenya,Bannerghatta Road,70,140,null,null,No,null,313,Cash,33,4,4,#NAME?
04-07-2024 14:19,14:19:00,CNR5871861803,Success,CID941994,Auto,Sahakar Nagar,Ulsoor,259,35,null,null,No,null,663,UPI,9,3.8,3.3,#NAME?
07-07-2024 04:44,04:44:00,CNR5531671874,Success,CID661713,Prime Plus,Nagarbhavi,Chickpet,182,120,null,null,No,null,137,Cash,40,4.2,3.4,#NAME?
02-07-2024 01:56,01:56:00,CNR1593013114,Success,CID672062,Bike,JP Nagar,Yeshwanthpur,175,80,null,null,No,null,2143,Cash,22,4.8,3.6,#NAME?
17-07-2024 08:59,08:59:00,CNR2543201360,Driver Not Found,CID130588,Auto,Yeshwanthpur,KR Puram,null,null,null,null,null,null,233,null,0,null,null,#NAME?
08-07-2024 23:12,23:12:00,CNR9452482243,Success,CID220625,Prime SUV,Chickpet,Kengeri,266,140,null,null,No,null,314,Cash,45,3.1,4.3,#NAME?
23-07-2024 06:37,06:37:00,CNR9940804324,Success,CID777590,eBike,Magadi Road,KR Puram,126,90,null,null,No,null,436,UPI,25,4.3,3.5,#NAME?
23-07-2024 17:15,17:15:00,CNR6661459238,Success,CID463999,Prime SUV,Majestic,Koramangala,35,25,null,null,No,null,195,Cash,24,4.1,3.8,#NAME?
11-07-2024 04:58,04:58:00,CNR5216470036,Success,CID195805,Bike,Vijayanagar,Bannerghatta Road,273,40,null,null,No,null,228,Cash,20,4.3,4,#NAME?
24-07-2024 14:52,14:52:00,CNR5336778600,Success,CID165695,eBike,Yelahanka,Chickpet,203,35,null,null,No,null,321,UPI,21,3.3,4.1,#NAME?
23-07-2024 01:24,01:24:00,CNR5475578787,Success,CID402573,Prime Sedan,HSR Layout,KR Puram,301,30,null,null,No,null,292,Cash,36,3.8,4.8,#NAME?
27-07-2024 20:21,20:21:00,CNR9510533794,Driver Not Found,CID900524,eBike,Langford Town,Hulimavu,null,null,null,null,null,null,2025,null,0,null,null,#NAME?
12-07-2024 07:52,07:52:00,CNR8932144943,Success,CID962464,Bike,Padmanabhanagar,Yeshwanthpur,196,25,null,null,No,null,130,Cash,17,3.1,3.5,#NAME?
28-07-2024 15:28,15:28:00,CNR2903048877,Canceled by Driver,CID701483,Mini,Yelahanka,Richmond Town,null,null,null,Customer related issue,null,null,851,null,0,null,null,#NAME?
19-07-2024 13:27,13:27:00,CNR5621387410,Success,CID849379,Prime Plus,Varthur,Hulimavu,168,110,null,null,No,null,344,Cash,17,4,4.2,#NAME?
24-07-2024 20:24,20:24:00,CNR3371085450,Success,CID618361,Auto,Marathahalli,Jayanagar,280,130,null,null,No,null,411,Cash,15,3.4,3.1,#NAME?
23-07-2024 06:57,06:57:00,CNR4947298814,Success,CID440070,eBike,Tumkur Road,Yeshwanthpur,175,55,null,null,No,null,168,UPI,19,4.7,3.7,#NAME?
28-07-2024 20:12,20:12:00,CNR7478254949,Success,CID826559,Bike,Frazer Town,Sarjapur Road,42,45,null,null,No,null,402,Cash,46,3.2,4.4,#NAME?
29-07-2024 14:49,14:49:00,CNR2802569346,Success,CID759230,Prime SUV,Rajarajeshwari Nagar,Ulsoor,98,50,null,null,Yes,Customer Demand,862,Cash,39,3.8,3.2,#NAME?
18-07-2024 05:01,05:01:00,CNR1482277519,Success,CID149958,Prime Plus,BTM Layout,Frazer Town,77,25,null,null,Yes,Vehicle Breakdown,440,UPI,31,3.2,3.7,#NAME?
05-07-2024 10:46,10:46:00,CNR2131978240,Success,CID463350,Prime Sedan,Kammanahalli,Frazer Town,294,55,null,null,No,null,298,Cash,13,3.5,3.5,#NAME?
10-07-2024 09:55,09:55:00,CNR4601547349,Success,CID535628,Mini,Chamarajpet,BTM Layout,259,70,null,null,No,null,857,UPI,31,4.7,4.9,#NAME?
17-07-2024 04:55,04:55:00,CNR2016952781,Driver Not Found,CID325986,Prime SUV,JP Nagar,Shivajinagar,null,null,null,null,null,null,494,null,0,null,null,#NAME?
17-07-2024 16:05,16:05:00,CNR8261464815,Success,CID714833,Mini,Langford Town,Langford Town,140,100,null,null,No,null,495,Cash,30,3.1,4.5,#NAME?
01-07-2024 00:24,00:24:00,CNR9143514480,Success,CID573276,Bike,Malleshwaram,Kammanahalli,231,65,null,null,No,null,366,Cash,26,4.5,3.1,#NAME?
19-07-2024 18:49,18:49:00,CNR2651570150,Canceled by Customer,CID933489,eBike,Frazer Town,Basavanagudi,null,null,Driver is not moving towards pickup location,null,null,null,241,null,0,null,null,#NAME?
03-07-2024 16:09,16:09:00,CNR9244138570,Canceled by Driver,CID435990,Bike,Electronic City,Ulsoor,null,null,null,Customer was coughing/sick,null,null,222,null,0,null,null,#NAME?
19-07-2024 23:14,23:14:00,CNR9671138532,Success,CID403139,Prime SUV,Yelahanka,RT Nagar,140,45,null,null,No,null,401,Cash,23,4.6,4.8,#NAME?
23-07-2024 15:44,15:44:00,CNR8030967043,Success,CID100909,Mini,Hennur,HSR Layout,217,125,null,null,No,null,422,Cash,12,4.5,4,#NAME?
15-07-2024 22:10,22:10:00,CNR4576928324,Success,CID978443,Prime Plus,HSR Layout,Richmond Town,77,105,null,null,No,null,981,Cash,47,3.2,3.1,#NAME?
04-07-2024 14:31,14:31:00,CNR1621937548,Success,CID406535,Bike,Yeshwanthpur,Malleshwaram,119,45,null,null,Yes,Customer Demand,2692,UPI,29,4.5,4.9,#NAME?
02-07-2024 00:00,00:00:00,CNR3359940767,Success,CID603483,eBike,Sahakar Nagar,Whitefield,35,45,null,null,No,null,940,Cash,33,3.5,3.6,#NAME?
27-07-2024 22:20,22:20:00,CNR4955989259,Driver Not Found,CID180714,Prime Plus,Kengeri,Langford Town,null,null,null,null,null,null,666,null,0,null,null,#NAME?
20-07-2024 11:05,11:05:00,CNR5469530653,Success,CID150713,Prime Sedan,Ramamurthy Nagar,Chickpet,182,80,null,null,No,null,145,Cash,22,3.2,3.8,#NAME?
12-07-2024 13:59,13:59:00,CNR4759129364,Success,CID338698,eBike,Tumkur Road,Tumkur Road,252,25,null,null,No,null,889,UPI,20,4.1,3.3,#NAME?
17-07-2024 06:08,06:08:00,CNR4953874122,Success,CID862268,eBike,Peenya,Rajarajeshwari Nagar,175,50,null,null,No,null,365,UPI,38,4.5,3.4,#NAME?
01-07-2024 09:09,09:09:00,CNR3825555624,Canceled by Driver,CID386345,eBike,Koramangala,Malleshwaram,null,null,null,More than permitted people in there,null,null,420,null,0,null,null,#NAME?
05-07-2024 21:33,21:33:00,CNR2875140425,Canceled by Driver,CID545555,Prime Plus,MG Road,Chamarajpet,null,null,null,Customer related issue,null,null,265,null,0,null,null,#NAME?
08-07-2024 21:24,21:24:00,CNR8971444367,Success,CID271376,Prime Plus,Bellandur,Nagarbhavi,105,125,null,null,No,null,457,UPI,32,4.4,4.9,#NAME?
26-07-2024 18:54,18:54:00,CNR4986318906,Canceled by Driver,CID206346,Prime Plus,Tumkur Road,Kadugodi,null,null,null,Customer was coughing/sick,null,null,432,null,0,null,null,#NAME?
18-07-2024 05:23,05:23:00,CNR2007999169,Canceled by Driver,CID513267,eBike,Koramangala,MG Road,null,null,null,Customer was coughing/sick,null,null,307,null,0,null,null,#NAME?
13-07-2024 09:29,09:29:00,CNR4633974296,Canceled by Customer,CID829179,eBike,Frazer Town,Devanahalli,null,null,Driver asked to cancel,null,null,null,936,null,0,null,null,#NAME?
24-07-2024 19:45,19:45:00,CNR6370142467,Success,CID330861,Mini,Ramamurthy Nagar,Marathahalli,70,110,null,null,No,null,348,Debit Card,7,3,4.2,#NAME?
19-07-2024 07:22,07:22:00,CNR6885733170,Success,CID293453,Mini,Malleshwaram,BTM Layout,259,25,null,null,No,null,803,Cash,15,4.1,3,#NAME?
07-07-2024 02:41,02:41:00,CNR2539619441,Success,CID683593,Prime Sedan,JP Nagar,Bellandur,126,100,null,null,No,null,110,UPI,25,3.4,3,#NAME?
21-07-2024 12:00,12:00:00,CNR9704196587,Driver Not Found,CID444599,Auto,Rajarajeshwari Nagar,Marathahalli,null,null,null,null,null,null,1565,null,0,null,null,#NAME?
08-07-2024 03:41,03:41:00,CNR3477253794,Canceled by Driver,CID301952,Auto,Nagarbhavi,Hulimavu,null,null,null,Customer related issue,null,null,206,null,0,null,null,#NAME?
26-07-2024 08:35,08:35:00,CNR9228490018,Canceled by Driver,CID987568,Mini,Indiranagar,BTM Layout,null,null,null,Customer related issue,null,null,652,null,0,null,null,#NAME?
16-07-2024 13:53,13:53:00,CNR1455777381,Success,CID679869,Auto,BTM Layout,Hebbal,105,35,null,null,No,null,174,UPI,14,3.6,3,#NAME?
14-07-2024 10:07,10:07:00,CNR1845226105,Success,CID709900,Prime Plus,Koramangala,Kammanahalli,98,60,null,null,No,null,841,UPI,9,4.9,3.9,#NAME?
10-07-2024 14:38,14:38:00,CNR5018207915,Success,CID787830,Auto,Kadugodi,Shantinagar,280,70,null,null,No,null,899,UPI,15,4.7,3.6,#NAME?
01-07-2024 21:37,21:37:00,CNR9800796197,Canceled by Customer,CID664911,eBike,Indiranagar,Shantinagar,null,null,Change of plans,null,null,null,271,null,0,null,null,#NAME?
22-07-2024 23:51,23:51:00,CNR9873351533,Success,CID279825,eBike,Basavanagudi,Chickpet,224,130,null,null,No,null,472,Cash,9,3.9,3.9,#NAME?
16-07-2024 07:53,07:53:00,CNR1848010411,Success,CID651511,Bike,Kadugodi,Whitefield,175,120,null,null,No,null,481,Cash,44,3.1,4.9,#NAME?
23-07-2024 17:22,17:22:00,CNR2640509495,Success,CID752664,Bike,Ulsoor,Electronic City,308,140,null,null,No,null,262,Cash,40,3.7,3.6,#NAME?
05-07-2024 22:24,22:24:00,CNR4336997836,Success,CID565222,Mini,Bellandur,Indiranagar,301,120,null,null,No,null,197,UPI,23,4.2,3.5,#NAME?
24-07-2024 09:59,09:59:00,CNR3560525679,Canceled by Driver,CID743241,Mini,RT Nagar,Cox Town,null,null,null,Personal & Car related issue,null,null,431,null,0,null,null,#NAME?
17-07-2024 13:02,13:02:00,CNR9567814910,Canceled by Driver,CID441851,Bike,Peenya,Hosur Road,null,null,null,Customer related issue,null,null,369,null,0,null,null,#NAME?
09-07-2024 11:51,11:51:00,CNR5971705322,Success,CID838803,Prime Sedan,HSR Layout,Rajarajeshwari Nagar,294,115,null,null,No,null,126,UPI,45,4.1,3.6,#NAME?
01-07-2024 14:30,14:30:00,CNR9413790100,Success,CID933983,Bike,Nagarbhavi,Koramangala,280,90,null,null,No,null,312,UPI,20,3.5,4.5,#NAME?
22-07-2024 13:01,13:01:00,CNR2669148849,Success,CID989186,eBike,RT Nagar,Frazer Town,231,145,null,null,No,null,893,Cash,38,4.8,4.5,#NAME?
04-07-2024 12:49,12:49:00,CNR4504011441,Success,CID535975,Bike,Hosur Road,Kammanahalli,168,95,null,null,No,null,430,UPI,37,3.8,3.1,#NAME?
04-07-2024 16:04,16:04:00,CNR1034391184,Canceled by Customer,CID857557,Mini,Banashankari,Chickpet,null,null,AC is Not working,null,null,null,619,null,0,null,null,#NAME?
10-07-2024 03:07,03:07:00,CNR5064305111,Driver Not Found,CID374462,eBike,Peenya,RT Nagar,null,null,null,null,null,null,760,null,0,null,null,#NAME?
03-07-2024 15:39,15:39:00,CNR9251636400,Canceled by Driver,CID853655,Prime SUV,Magadi Road,Hulimavu,null,null,null,Personal & Car related issue,null,null,245,null,0,null,null,#NAME?
12-07-2024 21:42,21:42:00,CNR3816996936,Success,CID431960,Mini,Majestic,Majestic,287,140,null,null,No,null,945,UPI,46,4.1,5,#NAME?
20-07-2024 17:33,17:33:00,CNR7536835503,Success,CID312167,Auto,Yeshwanthpur,Electronic City,70,120,null,null,No,null,322,UPI,12,3.2,4.1,#NAME?
12-07-2024 11:37,11:37:00,CNR8162304066,Canceled by Driver,CID697785,Auto,Hennur,KR Puram,null,null,null,Customer related issue,null,null,461,null,0,null,null,#NAME?
11-07-2024 06:33,06:33:00,CNR3914575990,Success,CID236296,Prime Sedan,Indiranagar,Sahakar Nagar,238,120,null,null,No,null,231,UPI,23,4.3,3.3,#NAME?
14-07-2024 12:28,12:28:00,CNR3005304320,Success,CID429356,Prime Sedan,Shantinagar,Sahakar Nagar,91,55,null,null,No,null,943,UPI,16,4.4,4.9,#NAME?
27-07-2024 15:16,15:16:00,CNR4050863083,Success,CID162471,Prime SUV,Kadugodi,Langford Town,119,70,null,null,No,null,1437,UPI,44,4.6,3.6,#NAME?
30-07-2024 14:08,14:08:00,CNR2411064664,Success,CID272158,Auto,Rajajinagar,Bannerghatta Road,126,115,null,null,No,null,244,Cash,15,5,4.3,#NAME?
25-07-2024 19:48,19:48:00,CNR5217300585,Success,CID934500,Auto,KR Puram,Cox Town,119,75,null,null,Yes,Vehicle Breakdown,480,UPI,16,5,4.9,#NAME?
23-07-2024 16:13,16:13:00,CNR8388324687,Success,CID505960,eBike,Sarjapur Road,Bannerghatta Road,98,45,null,null,No,null,1953,UPI,48,3.1,4.5,#NAME?
19-07-2024 19:28,19:28:00,CNR7946609062,Canceled by Customer,CID748152,Prime SUV,Sahakar Nagar,BTM Layout,null,null,Driver is not moving towards pickup location,null,null,null,489,null,0,null,null,#NAME?
11-07-2024 20:44,20:44:00,CNR6956210524,Success,CID260268,Prime Plus,Chamarajpet,Hulimavu,203,140,null,null,No,null,395,UPI,40,3.7,5,#NAME?
14-07-2024 21:27,21:27:00,CNR2376623665,Canceled by Driver,CID517608,Auto,Tumkur Road,RT Nagar,null,null,null,More than permitted people in there,null,null,172,null,0,null,null,#NAME?
22-07-2024 14:32,14:32:00,CNR6606594434,Success,CID685670,Bike,Chickpet,Kengeri,119,65,null,null,No,null,761,UPI,4,4.9,4.6,#NAME?
30-07-2024 07:31,07:31:00,CNR8944075412,Success,CID868387,Auto,Jayanagar,Bellandur,49,125,null,null,No,null,120,Cash,17,3.9,4.8,#NAME?
14-07-2024 22:08,22:08:00,CNR7311493653,Canceled by Customer,CID334209,Prime Plus,Bellandur,BTM Layout,null,null,Driver is not moving towards pickup location,null,null,null,628,null,0,null,null,#NAME?
23-07-2024 02:53,02:53:00,CNR1483050756,Success,CID221078,eBike,Nagarbhavi,Yeshwanthpur,189,110,null,null,No,null,190,UPI,45,3.5,3.4,#NAME?
09-07-2024 22:28,22:28:00,CNR3855254792,Canceled by Driver,CID316533,Prime Plus,RT Nagar,Langford Town,null,null,null,Customer related issue,null,null,250,null,0,null,null,#NAME?
21-07-2024 16:31,16:31:00,CNR5523130167,Canceled by Driver,CID423256,Prime SUV,Banashankari,Bannerghatta Road,null,null,null,Personal & Car related issue,null,null,117,null,0,null,null,#NAME?
21-07-2024 19:22,19:22:00,CNR3054796104,Canceled by Driver,CID135246,eBike,Sarjapur Road,Hosur Road,null,null,null,Personal & Car related issue,null,null,335,null,0,null,null,#NAME?
11-07-2024 14:54,14:54:00,CNR1008711605,Success,CID560094,Prime Sedan,Devanahalli,Chamarajpet,147,115,null,null,No,null,273,Cash,19,4.5,3.2,#NAME?
08-07-2024 04:31,04:31:00,CNR3725151807,Success,CID540839,Prime Sedan,Nagarbhavi,Chickpet,217,125,null,null,Yes,Other Issue,257,UPI,40,3.6,4.9,#NAME?
20-07-2024 07:16,07:16:00,CNR2206592108,Success,CID828937,Prime Plus,Shivajinagar,Rajajinagar,63,95,null,null,No,null,444,Credit Card,32,4,4.9,#NAME?
14-07-2024 07:32,07:32:00,CNR5903102256,Success,CID606768,Prime SUV,Chamarajpet,BTM Layout,287,30,null,null,No,null,489,UPI,49,3.7,3.4,#NAME?
16-07-2024 04:10,04:10:00,CNR6170833300,Canceled by Driver,CID569931,Prime SUV,Whitefield,Hebbal,null,null,null,More than permitted people in there,null,null,430,null,0,null,null,#NAME?
04-07-2024 17:20,17:20:00,CNR4810570279,Success,CID121863,Bike,Hebbal,Cox Town,245,60,null,null,No,null,850,UPI,39,4.3,4.1,#NAME?
23-07-2024 22:56,22:56:00,CNR8366624065,Success,CID169083,Prime Plus,KR Puram,Sahakar Nagar,252,120,null,null,No,null,232,Cash,46,4.8,3.1,#NAME?
17-07-2024 11:36,11:36:00,CNR8323686531,Driver Not Found,CID986477,Prime Plus,Electronic City,Chamarajpet,null,null,null,null,null,null,120,null,0,null,null,#NAME?
22-07-2024 08:54,08:54:00,CNR7421237413,Success,CID875580,Mini,Chickpet,Ramamurthy Nagar,182,115,null,null,No,null,346,UPI,21,3.2,4.1,#NAME?
09-07-2024 21:34,21:34:00,CNR4139288867,Success,CID604702,Prime Sedan,Mysore Road,Jayanagar,70,115,null,null,No,null,719,UPI,7,4,4.9,#NAME?
11-07-2024 04:38,04:38:00,CNR4882992683,Driver Not Found,CID105625,Prime Sedan,Whitefield,Sahakar Nagar,null,null,null,null,null,null,910,null,0,null,null,#NAME?
03-07-2024 20:02,20:02:00,CNR6480385661,Canceled by Customer,CID230534,Prime SUV,Langford Town,Kengeri,null,null,AC is Not working,null,null,null,224,null,0,null,null,#NAME?
15-07-2024 19:53,19:53:00,CNR8287885768,Success,CID818841,Mini,BTM Layout,Banashankari,98,45,null,null,No,null,2021,UPI,28,3.9,4.5,#NAME?
26-07-2024 19:51,19:51:00,CNR3947835737,Canceled by Customer,CID817831,eBike,Bannerghatta Road,Yeshwanthpur,null,null,Change of plans,null,null,null,449,null,0,null,null,#NAME?
29-07-2024 21:08,21:08:00,CNR1328269003,Success,CID359164,eBike,Marathahalli,Peenya,112,50,null,null,No,null,337,Cash,32,4.2,3,#NAME?
17-07-2024 23:31,23:31:00,CNR3264798086,Success,CID338659,Prime Sedan,Varthur,KR Puram,252,70,null,null,No,null,781,UPI,15,3.9,4.1,#NAME?
30-07-2024 21:23,21:23:00,CNR1592592946,Canceled by Driver,CID349457,Prime SUV,Frazer Town,Varthur,null,null,null,Personal & Car related issue,null,null,459,null,0,null,null,#NAME?
22-07-2024 11:17,11:17:00,CNR4435878179,Success,CID581108,Mini,Cox Town,Hebbal,112,35,null,null,No,null,280,UPI,31,4.6,4.2,#NAME?
04-07-2024 12:15,12:15:00,CNR1993902920,Driver Not Found,CID805432,Bike,JP Nagar,HSR Layout,null,null,null,null,null,null,469,null,0,null,null,#NAME?
03-07-2024 04:05,04:05:00,CNR7660228598,Success,CID470184,Prime Plus,KR Puram,Hebbal,210,65,null,null,No,null,200,Cash,21,4.6,4.3,#NAME?
01-07-2024 00:43,00:43:00,CNR3984932448,Success,CID609934,Prime SUV,Banashankari,Hosur Road,140,45,null,null,No,null,200,Cash,11,4.8,4.3,#NAME?
07-07-2024 04:33,04:33:00,CNR4615235930,Success,CID740790,Bike,Hosur Road,Tumkur Road,42,40,null,null,No,null,430,UPI,1,3.9,3.1,#NAME?
25-07-2024 18:32,18:32:00,CNR6097775490,Success,CID120899,eBike,Shivajinagar,Malleshwaram,77,80,null,null,No,null,308,UPI,21,4.1,3.7,#NAME?
11-07-2024 14:00,14:00:00,CNR5321175777,Success,CID273766,Bike,RT Nagar,KR Puram,91,45,null,null,Yes,Other Issue,363,Cash,21,4.9,3.5,#NAME?
28-07-2024 18:51,18:51:00,CNR3583754710,Success,CID924832,Prime SUV,Marathahalli,HSR Layout,140,110,null,null,No,null,971,UPI,21,4.4,3.1,#NAME?
16-07-2024 04:53,04:53:00,CNR1133842249,Success,CID660178,Mini,Jayanagar,Hosur Road,112,105,null,null,No,null,101,Cash,19,4.6,4.4,#NAME?
03-07-2024 13:08,13:08:00,CNR7255867228,Success,CID248946,Prime Sedan,Varthur,Indiranagar,119,40,null,null,No,null,212,Cash,35,3.5,5,#NAME?
05-07-2024 03:57,03:57:00,CNR6302743296,Success,CID261863,Bike,Bellandur,Indiranagar,133,75,null,null,No,null,187,Credit Card,41,4.4,4.4,#NAME?
02-07-2024 12:05,12:05:00,CNR8592345942,Success,CID519690,Prime Sedan,Ramamurthy Nagar,JP Nagar,154,100,null,null,No,null,2868,Cash,18,4.6,3.3,#NAME?
03-07-2024 03:58,03:58:00,CNR9533426905,Success,CID599090,Prime Plus,Electronic City,Kadugodi,224,120,null,null,No,null,634,Cash,15,4.2,4.1,#NAME?
29-07-2024 01:45,01:45:00,CNR1988985306,Canceled by Customer,CID621642,Prime Plus,Yeshwanthpur,Vijayanagar,null,null,Driver asked to cancel,null,null,null,100,null,0,null,null,#NAME?
29-07-2024 07:34,07:34:00,CNR8608839481,Canceled by Driver,CID493369,Auto,Hebbal,Banashankari,null,null,null,Personal & Car related issue,null,null,615,null,0,null,null,#NAME?
13-07-2024 03:00,03:00:00,CNR6699219891,Success,CID749948,Prime Plus,Sahakar Nagar,Yelahanka,84,110,null,null,No,null,176,Cash,31,3.7,4.2,#NAME?
18-07-2024 17:16,17:16:00,CNR1797359883,Success,CID663264,Prime Sedan,KR Puram,Peenya,140,120,null,null,No,null,250,UPI,11,4.4,3.5,#NAME?
25-07-2024 22:29,22:29:00,CNR3744496265,Success,CID613670,Mini,Yeshwanthpur,Kengeri,49,125,null,null,No,null,280,Cash,48,3.9,4.9,#NAME?
14-07-2024 06:23,06:23:00,CNR1410417813,Driver Not Found,CID115937,Prime Sedan,Padmanabhanagar,JP Nagar,null,null,null,null,null,null,438,null,0,null,null,#NAME?
02-07-2024 12:01,12:01:00,CNR9465275100,Success,CID741389,Mini,Magadi Road,Bellandur,42,50,null,null,No,null,462,UPI,5,3.2,4.2,#NAME?
25-07-2024 12:05,12:05:00,CNR3763554596,Canceled by Driver,CID769588,Mini,Kammanahalli,Nagarbhavi,null,null,null,Customer was coughing/sick,null,null,483,null,0,null,null,#NAME?
12-07-2024 10:44,10:44:00,CNR7838566313,Canceled by Driver,CID609659,Bike,Shantinagar,Shantinagar,null,null,null,Customer was coughing/sick,null,null,359,null,0,null,null,#NAME?
04-07-2024 21:44,21:44:00,CNR6431242862,Success,CID478237,Auto,Peenya,Shantinagar,259,110,null,null,No,null,193,Credit Card,15,3.4,4.5,#NAME?
23-07-2024 22:06,22:06:00,CNR4469889468,Driver Not Found,CID599163,Mini,Electronic City,Whitefield,null,null,null,null,null,null,425,null,0,null,null,#NAME?
20-07-2024 04:21,04:21:00,CNR9125472011,Canceled by Customer,CID481662,Bike,Yelahanka,Banashankari,null,null,Driver is not moving towards pickup location,null,null,null,257,null,0,null,null,#NAME?
09-07-2024 23:55,23:55:00,CNR2217207863,Success,CID604843,Prime Sedan,Banashankari,Ramamurthy Nagar,84,130,null,null,No,null,374,Cash,28,5,4.7,#NAME?
29-07-2024 05:33,05:33:00,CNR4866452175,Canceled by Customer,CID206134,Prime Plus,Hennur,Chickpet,null,null,Driver asked to cancel,null,null,null,556,null,0,null,null,#NAME?
08-07-2024 06:59,06:59:00,CNR3618050405,Success,CID170475,Prime SUV,Padmanabhanagar,Indiranagar,35,40,null,null,No,null,379,Cash,22,4.1,3.9,#NAME?
04-07-2024 20:18,20:18:00,CNR8008202119,Success,CID211313,Auto,RT Nagar,Sahakar Nagar,126,115,null,null,No,null,237,Cash,18,4.2,4.1,#NAME?
16-07-2024 22:26,22:26:00,CNR7049881334,Success,CID942249,eBike,Vijayanagar,Ramamurthy Nagar,259,145,null,null,No,null,453,UPI,25,3.3,3.6,#NAME?
03-07-2024 12:39,12:39:00,CNR9263570505,Canceled by Customer,CID792904,Auto,Peenya,Hennur,null,null,AC is Not working,null,null,null,279,null,0,null,null,#NAME?
